index,시·도,시·군,기업명,업종,생산품,매출액,기업규모,외투기업,회계기준,출처URL,홈페이지URL,비고
1390,경상남도,함안군,영화금속(주) 함안공장,강주물 주조업,자동차용 주물부품,"3,514억 2,385만원",중견기업,아니오,2025 개별,https://kind.krx.co.kr/common/disclsviewer.do?acptno=20260316000968&docno=&method=search&viewerhost=,미등록,자동차부품 주물 제조 기업
1391,경상남도,양산시,(주)동희정공 양산공장,그 외 자동차용 신품 부품 제조업,자동차용 연료탱크·서스펜션·차체부품,"2,699억 9,076만원",중견기업,아니오,2025 개별,https://kind.krx.co.kr/external/2026/07/16/000923/20260716002106/10001.htm,https://www.donghee.co.kr/,"자동차부품 제조 기업, 동희 계열사"
1392,경상남도,양산시,한국수출포장공업(주) 양산공장,골판지 및 골판지상자 제조업,골판지 원단·골판지상자,"2,895억 9,965만 8천원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/11/001483/20260311003574/11011.htm,https://www.keppack.co.kr/,골판지 포장재 제조 기업
1393,경상남도,함안군,로만시스(주) 칠서공장,기관차 및 기타 철도차량 제조업,기관차·트램·철도차량,"1,890억 4,028만원",중소기업,아니오,2025 개별,https://m.saramin.co.kr/,https://www.romansys.co.kr/,철도차량 제조 기업
1394,경상남도,창원시,범한메카텍(주) 창원2공장,플랜트 장비 제조업,압력용기·열교환기·화공장치,"3,392억 852만원",중견기업,아니오,2025 개별,https://www.incruit.com/company/316140,미등록,플랜트 장비 제조 기업
1395,경상남도,창원시,(주)에스엘전자,절연 코드세트 및 기타 도체 제조업,LCD B/L·전자부품·콘넥터,"1,326억 3,844만원",중견기업,아니오,2025 개별,https://www.saramin.co.kr/,https://www.sle.co.kr/,전자부품 제조 기업
1396,경상남도,창원시,한국성전(주),그 외 기타 전자부품 제조업,휴대폰·전자·자동차용 전자부품,"3,133억 5,757만원",중견기업,예,2026.03 개별,https://www.saramin.co.kr/,http://www.hosiden.co.kr/,"전자부품 제조 기업, Hosiden 계열사"
1397,경상남도,함안군,대원강업(주) 함안공장,금속 스프링 제조업 · 자동차용 신품 부품 제조업,자동차용 현가·파워트레인 스프링,"1조 5,990억 7,217만원",대기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/05/001130/20260305002638/00591.htm,https://www.dwku.com,자동차부품 제조 기업
1398,경상남도,함안군,(주)하이스틸 함안공장,강관 제조업,강관·구조용 강관,"2,541억 9,100만원",중견기업,아니오,2025 개별,https://kind.krx.co.kr/external/2026/03/10/001590/20260310003506/11011.htm,미등록,강관 제조 기업
1399,경상남도,양산시,디씨엠(주) 양산공장,"도금, 착색 및 기타 표면처리강재 제조업",라미네이팅 강판·컬러강판·산업용 필름,"2,270억 5,293만 4천원",중소기업,아니오,2025 개별,https://kind.krx.co.kr/external/2026/03/11/001113/20260311002823/11011.htm,미등록,"표면처리강재 제조 기업, 디씨엠 계열사"
1400,경상남도,함안군,삼정펄프(주) 함안공장,위생용 종이제품 및 원지 제조업,화장지·위생용지·원지,"1,485억 6,592만 9,898원",중견기업,아니오,2025 개별,https://www.awakeplus.co.kr/data/view/20260319000474,미등록,위생용지 제조 기업
1401,경상남도,김해시,대한철강(주) 김해공장,그 외 기타 1차 철강 제조업,철강재 가공·철강제품,"1,564억 9,158만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/,미등록,철강제품 제조 기업
1402,경상남도,양산시,(주)화승알앤에이 양산공장,자동차부품 제조업,Sealing Products·Fluid Products,"7,096억 940만 1,842원",중견기업,아니오,2025 개별,https://kind.krx.co.kr/external/2026/03/23/001303/20260323005794/11011.htm,https://www.hsrna.com/,"자동차부품 제조 기업, 화승 계열사"
1403,경상남도,양산시,(주)한창제지 양산공장,지류 제조업,백판지·산업용지,"2,669억 5,190만 5,121원",중견기업,아니오,2025 개별,https://kind.krx.co.kr/external/2026/03/18/001734/20260318008025/00660.htm,https://www.hanchangpaper.co.kr/,제지 제조 기업
1404,경상남도,김해시,대창단조(주) 김해공장,금속 단조제품 제조업,굴착기·불도저용 링크·롤러·스프로킷 등 중장비 단조부품,"3,463억원",중견기업,아니오,2025 연결,https://awakeplus.co.kr/data/view/20260319000402,https://www.dcf.co.kr/,중장비 단조부품 제조 기업
1405,경상남도,사천시,대동기어(주) 사천공장,기어 및 동력전달장치 제조업,자동차·농기계·산업기계용 기어·파워트레인 부품,"2,209억원",중견기업,아니오,2025 개별,https://awakeplus.co.kr/data/view/20260317000606,https://daedonggear.kr/,"기어·파워트레인 부품 제조 기업, 대동 계열사"
1406,경상남도,양산시,넥센타이어(주) 양산공장,타이어 및 튜브 제조업,승용차·SUV용 타이어,"3조 1,896억 1,044만 9천원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/18/002055/20260318009548/11011.htm,https://www.nexentire.com/,"타이어 제조 기업, 넥센 계열사"
1407,경상남도,창녕군,(주)화인베스틸 창녕공장,열간 압연 및 압출 제품 제조업,조선용 형강·특수강,"1,862억원",중견기업,아니오,2025 연결,https://www.awakeplus.co.kr/data/view/20260206802585,https://www.finebesteel.com/,조선용 형강 제조 기업
1408,경상남도,양산시,(주)성우하이텍 서창공장,자동차 차체용 신품 부품 제조업,자동차 차체부품·범퍼레일·구조부품,"4조 3,827억원",중견기업,아니오,2025 연결,https://www.awakeplus.co.kr/data/view/20260319000729,https://www.swhitech.com/,자동차 차체부품 제조 기업
1409,경상남도,고성군,SK오션플랜트(주) 고성공장,해상풍력 구조물·선박 구성 부분품 제조업,해상풍력 하부구조물·후육강관·조선해양 구조물,"9,654억원",대기업,아니오,2025 연결,https://www.skoceanplant.com/bbs/content.php?co_id=03_02_01,https://www.skoceanplant.com/,"해상풍력·조선해양 제조 기업, SK 계열사"
1410,경상남도,김해시,(주)빙그레 김해공장,아이스크림 및 기타 식용빙과류 제조업 · 액상시유 및 기타 낙농제품 제조업,아이스크림·유음료,"1조 4,895억 8,700만원",중견기업,아니오,2025 연결,https://www.bing.co.kr/investment/income_statement,https://www.bing.co.kr/,빙과·유제품 제조 기업
1411,경상남도,창녕군,(주)유림테크 창녕공장,자동차 엔진용 신품 부품 제조업,자동차 엔진 하우징·전기차 알루미늄 부품,"1,025억 8,628만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Q1hyc3FvQVBSUW16aklvTUVhOWV3QT09/company_nm/%28%EC%A3%BC%29%EC%9C%A0%EB%A6%BC%ED%85%8C%ED%81%AC,http://www.yulim-tech.kr/,자동차부품 제조 기업
1412,경상남도,창녕군,(주)유림테크 창녕2공장,자동차 엔진용 신품 부품 제조업,자동차 엔진·구동계 하우징 가공부품,"1,025억 8,628만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Q1hyc3FvQVBSUW16aklvTUVhOWV3QT09/company_nm/%28%EC%A3%BC%29%EC%9C%A0%EB%A6%BC%ED%85%8C%ED%81%AC,미등록,자동차부품 제조 기업
1413,경상남도,창녕군,(주)유림테크 창녕3공장,그 외 자동차용 신품 부품 제조업,하이브리드·전기차용 모터 하우징·알루미늄 부품,"1,025억 8,628만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Q1hyc3FvQVBSUW16aklvTUVhOWV3QT09/company_nm/%28%EC%A3%BC%29%EC%9C%A0%EB%A6%BC%ED%85%8C%ED%81%AC,미등록,자동차부품 제조 기업
1414,경상남도,양산시,(주)대성사 양산공장,자동차 차체용 신품 부품 제조업,후드·도어·사이드멤버·쿼터·센터플로어 등 자동차 차체부품,"1,654억 5,501만원",중견기업,아니오,2025 개별,https://www.saramin.co.kr/,https://dstrust.co.kr,"자동차 차체부품 제조 기업, 대성정공 계열사"
1415,전북특별자치도,완주군,DL에프엔씨,플라스틱 필름 제조업,"BOPP Film, EVA Coated Film, 특수코팅 Film","873억 2,871만원",대기업,아니오,2025.12 개별·외감,https://www.dlfnc.co.kr/,https://www.dlfnc.co.kr/,"완주군 봉동읍 과학로 802. 구 대림에프엔씨, 영문 DL FnC까지 동일 법인으로 정규화."
1416,전북특별자치도,군산시,우진메탈,합금철 제조업,"페로몰리브데넘, 몰리브데넘 브리켓, 제강용 탈산제","2,752억 9천만원",중소기업,아니오,2025.12 개별,https://www.catch.co.kr/Comp/CompInfo/214633 ; https://www.jobkorea.co.kr/company/43966343 ; https://www.snmnews.com/news/articleView.html?idxno=240529,http://www.wjic.co.kr,군산 몰리브데넘 생산공장 운영 확인. 동명 타법인 우진메탈과 법인·사업내용을 구분해 정규화.
1417,전북특별자치도,군산시,동명스틸,1차 철강 제조업,"냉연강판, 산세코일, 용융아연도금강판, 합금화아연도금강판","3,615억 3,534만원",중견기업,아니오,2025.12 개별,https://www.catch.co.kr/Comp/CompInfo/453056 ; https://www.jobkorea.co.kr/company/1556632,https://www.dmsp.co.kr,군산 생산거점 기검증 기업. 2025년 NICE평가정보 기반 매출 확인.
1418,전북특별자치도,군산시,원익피앤이,2차전지 생산설비 제조업,"2차전지 생산설비, 충전인프라, PCR·정류기","3,737억 6천만원",중견기업,아니오,2025.12 연결,https://www.jobkorea.co.kr/company/46227477,https://www.wonikpne.com,군산 생산거점 기검증 기업. 2차전지 생산설비가 주력 매출 품목.
1419,경상남도,김해시,(주)SIMPAC KDA 김해공장,자동차 신품 부품 제조업,자동차 파워트레인·드라이브라인 정밀가공 부품,"1,198억원",중견기업,아니오,2025 개별,https://zpzg.kr/company/101777,https://simpac.com/,"자동차부품 제조 기업, SIMPAC 계열사"
1420,경상남도,김해시,츄고쿠삼화페인트(주) 김해공장,일반용 도료 및 관련제품 제조업,선박용 도료·산업·플랜트 도료·특수기능도료,"2,047억 7,781만원",중소기업,예,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/enMvd3ZhSncvN2RkMXY0cC82UGFQZz09/company_nm/%EC%B8%84%EA%B3%A0%EC%BF%A0%EC%82%BC%ED%99%94%ED%8E%98%EC%9D%B8%ED%8A%B8%28%EC%A3%BC%29,https://www.csp.co.kr/,"선박용 도료 제조 기업, 츄고쿠마린페인트·삼화페인트 합작사"
1421,경상남도,밀양시,태영산업(주) 밀양공장,담배 필터 제조업,담배필터,"1,703억 2,000만원",중소기업,아니오,2025 개별,https://www.jobkorea.co.kr/company/44295879/info,미등록,담배필터 제조 기업
1422,경상남도,사천시,EEW코리아(주) 사천공장,강관 제조업,SAW 강관·해상풍력 구조용 파이프·라인파이프·프로세스파이프,"2,499억 5,148만원",중견기업,예,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/MVBtckFkUmZvelh2K254NTRYQmhKQT09/company_nm/%28%EC%A3%BC%29%EC%9D%B4%EC%9D%B4%EB%8D%94%EB%B6%88%EC%9C%A0%EC%BD%94%EB%A6%AC%EC%95%84,https://www.eewkorea.co.kr/,"강관 제조 기업, EEW 계열사"
1423,경상남도,진주시,에스앤에스밸브(주) 진주공장,탭·밸브 및 유사장치 제조업,선박용 밸브·산업용 밸브,"1,435억 2,891만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/dlEvUnYxRTdnTUxBMndxb0c2YWJIUT09/company_nm/%EC%97%90%EC%8A%A4%EC%95%A4%EC%97%90%EC%8A%A4%EB%B0%B8%EB%B8%8C%28%EC%A3%BC%29,미등록,산업용 밸브 제조 기업
1424,경상남도,김해시,(주)한국팩키지 김해공장,식품 위생용 종이 상자 및 용기 제조업,액체용 카톤팩·골판지·친환경 포장재,"2,240억 7,000만원",중견기업,아니오,2025 개별,https://www.jobkorea.co.kr/company/1366437,https://www.hkpak.co.kr/,"친환경 포장재 제조 기업, 해성 계열사"
1425,경상남도,김해시,(주)엘에치이 김해공장,증류기·열교환기 및 가스발생기 제조업,판형 열교환기·용접형 열교환기·열교환기 유닛,"1,406억 7,669만원",중견기업,예,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Tm1EVmJITTdwYXpURzhGbjFDUmx2dz09/company_nm/%28%EC%A3%BC%29%EC%97%98%EC%97%90%EC%B9%98%EC%9D%B4,https://www.lhe.co.kr/,"산업용 열교환기 제조 기업, 알파라발 계열사"
1426,경상남도,양산시,(주)케미그라스 양산공장,안경 및 안경렌즈 제조업,플라스틱 안경렌즈,"1,499억 1,763만원",중견기업,예,2025 개별,https://www.jobkorea.co.kr/company/43187666,https://www.chemilens.co.kr/,"안경렌즈 제조 기업, 에실로룩소티카 계열사"
1427,경상남도,양산시,(주)희창유업 양산공장,유가공품·식품 제조업,분유·다류·유가공 식품,"1,025억 3,000만원",중소기업,아니오,2025 개별,https://www.jobkorea.co.kr/company/43187737,미등록,"유가공·식품 제조 기업, 희창유업 계열사"
1428,경상남도,양산시,한일제관(주) 양산공장,금속 캔 및 기타 포장용기 제조업,식음료용 캔·PET병·금속포장용기,"4,900억 270만원",중견기업,예,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view/csn/dEcrTWFLU1hNejlSUjYxTWJ4alJHUT09/company_nm/%ED%95%9C%EC%9D%BC%EC%A0%9C%EA%B4%80%28%EC%A3%BC%29,http://www.hanilcan.co.kr,금속 포장용기 제조 기업
1429,경상남도,진주시,성화산업(주) 진주공장,육상 금속 골조 구조재 제조업,배관지지물·공장제작배관·배관모듈,"1,008억 7,447만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/Qk5XcUh3SFlsNDFGZnErVUsrdFhsUT09/company_nm/%EC%84%B1%ED%99%94%EC%82%B0%EC%97%85%28%EC%A3%BC%29,미등록,플랜트 배관·구조재 제조 기업
1430,경상남도,양산시,고려제강(주) 유산공장,철강선 제조업,경강선·비드와이어·PC강선·강연선,"1조 8,091억 8,332만 9,321원",중견기업,아니오,2025 K-IFRS 연결,https://www.kiswire.com/korean/cyberpr/file/%EC%97%B0%EA%B2%B0%EA%B0%90%EC%82%AC%EB%B3%B4%EA%B3%A0%EC%84%9C_2025%EB%85%84.pdf,https://www.kiswire.com/,"철강선·와이어 제조 기업, 고려제강그룹"
1431,경상남도,양산시,고려제강(주) 스프링와이어공장,철강선 제조업,스프링와이어·특수강선,"1조 8,091억 8,332만 9,321원",중견기업,아니오,2025 K-IFRS 연결,https://www.kiswire.com/korean/cyberpr/file/%EC%97%B0%EA%B2%B0%EA%B0%90%EC%82%AC%EB%B3%B4%EA%B3%A0%EC%84%9C_2025%EB%85%84.pdf,https://www.kiswire.com/,"철강선·와이어 제조 기업, 고려제강그룹"
1432,경상남도,함안군,고려제강(주) 군북공장,철강선 제조업,와이어로프·특수강선,"1조 8,091억 8,332만 9,321원",중견기업,아니오,2025 K-IFRS 연결,https://www.kiswire.com/korean/cyberpr/file/%EC%97%B0%EA%B2%B0%EA%B0%90%EC%82%AC%EB%B3%B4%EA%B3%A0%EC%84%9C_2025%EB%85%84.pdf,https://www.kiswire.com/,"철강선·와이어 제조 기업, 고려제강그룹"
1433,충청북도,청주시,GC녹십자,의약품 제조업,혈액제제·면역글로불린·백신·바이오의약품,"1조 9,913억원",중견기업,아니오,2025 연결,https://gcbiopharma.com/kor/news_view.do?idx=3207,https://www.gcbiopharma.com/,제조기업
1434,충청북도,청주시,셀트리온제약 청주공장,의약품 제조업,케미컬의약품·내용고형제·바이오의약품,"5,364억원",중견기업,아니오,2025,https://celltrionph.com/ko-kr/contact/map01,https://celltrionph.com/,제조기업; 청주시 청원구 오창읍 2산단로 82. 현재 케미컬·바이오의약품 생산공장.
1435,충청북도,청주시,삼화전기,전자부품 제조업,알루미늄 전해콘덴서·하이브리드 콘덴서·EDLC,"2,301억원",중견기업,아니오,2025,https://www.samwha.co.kr/ELECTRIC/0204.asp,https://www.samwha.co.kr/,제조기업
1436,충청북도,청주시,네패스,반도체 후공정·전자재료 제조업,시스템반도체 패키징·전자재료,"5,214억원",중견기업,아니오,2025 연결,https://www.cheongju.go.kr/www/selectBbsNttView.do?bbsNo=40&key=23485&nttNo=235118,https://www.nepes.co.kr/,반도체 제조기업
1437,충청북도,청주시,원익머트리얼즈 양청사업장(본사),산업용 특수가스 제조업,반도체·디스플레이 공정용 특수가스,"3,225억원",중견기업,아니오,2025 연결,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?infoTypeCd=OEW&infoTypeGroup=tb_workinfoopen&wantedAuthNo=162479,https://www.wonikmaterials.com/,제조기업; 청주시 청원구 오창읍 양청3길 30. 회사 공식 사업장 기준 본사·생산거점.
1438,충청북도,청주시,HK이노엔,의약품 제조업,전문의약품·케이캡·수액제,1조 632억원,중견기업,아니오,2025,https://www.inno-n.com/company/location/domestic,https://www.inno-n.com/,제조기업
1439,충청북도,청주시,메디톡스 제1공장(오창),바이오의약품 제조업,보툴리눔 톡신·필러·바이오의약품,"2,472억 9천만원",중견기업,아니오,2025 연결,https://www.medytox.com/,https://www.medytox.com/,제조기업; 청주시 청원구 오창읍 각리1길 78. KRX 사업보고서상 현행 생산시설.
1440,충청북도,청주시,에스디바이오센서,체외진단 의료기기 제조업,진단키트·체외진단기기,"7,106억원",중견기업,아니오,2025 연결,https://www.sdbiosensor.com/,https://www.sdbiosensor.com/,제조기업
1441,충청북도,청주시,노바렉스 오송공장,건강기능식품 제조업,건강기능식품 OEM·ODM·기능성원료,"4,043억원",중견기업,아니오,2025 연결,https://www.novarex.co.kr/,https://www.novarex.co.kr/,제조기업; 청주시 흥덕구 오송읍 오송생명14로 80. 회사 공식 본사·오송공장.
1442,충청북도,청주시,아이티엠반도체,전자부품·이차전지 부품 제조업,2차전지 보호회로 패키지·배터리팩,"6,031억 1,061만원",중견기업,아니오,2025 연결,https://www.it-m.co.kr/,https://www.it-m.co.kr/,제조기업
1443,충청북도,청주시,파워로직스,전자부품·이차전지 부품 제조업,배터리 보호회로·BMS·카메라모듈,"6,865억 3,465만원",중견기업,아니오,2025 연결,https://www.powerlogics.co.kr/,https://www.powerlogics.co.kr/,제조기업
1444,충청북도,청주시,네패스아크,반도체 테스트업,시스템반도체 Wafer Test·Package Test,"1,140억 8,990만원",중견기업,아니오,2025,https://www.awakeplus.co.kr/data/view/20260403901037,https://www.nepesark.co.kr/,기계·설비 제조기업
1445,충청북도,청주시,엠플러스 청주1공장,이차전지 제조장비 제조업,이차전지 전극·조립·팩 공정 제조장비,"1,845억 8천만원",중견기업,아니오,2025,https://www.mplusi.co.kr/,https://www.mplusi.co.kr/,제조기업; 청주시 흥덕구 옥산면. 차세대 배터리 장비 R&D·실물 테스트 및 일부 마무리 공정 수행.
1446,충청북도,청주시,옵투스제약,의약품 제조업,일회용 점안제·안과용 의약품,871억 6천만원,중견기업,아니오,2025,https://kind.krx.co.kr/external/2026/03/26/002037/20260326004544/11333.htm,http://optuspharm.com/,제약 제조기업
1447,충청북도,청주시,원풍 청주공장,산업용 섬유·플라스틱제품 제조업,타포린·산업용 기능성 원단,876억 3천만원,중견기업,아니오,2025,https://financialfilings.com/filings/wonpoongcorporation/annual-report/2026/32997353/,http://www.wonpoong.co.kr/,제조기업; 청주시 흥덕구 직지대로474번길 5. 현재 산업용 원단 생산공장.
1448,충청북도,청주시,에코앤드림 청주테크센터,이차전지 소재·환경촉매 제조업,NCM 하이니켈 전구체·환경촉매 소재·샘플 생산,"1,419억 5,800만원",중견기업,아니오,2025,https://kind.krx.co.kr/external/2026/03/23/002551/20260323010737/11011.htm,https://www.endss.com/,청주시 흥덕구 직지대로409번길 37. 2025년 새만금 양산공장 가동 후에도 청주테크센터를 전구체 사업장으로 유지. 2022년 이엔드디→에코앤드림 사명변경.
1449,충청북도,청주시,일동제약 청주공장,의약품 제조업,완제의약품·원료의약품,"5,669억 3,374만원",중견기업,아니오,2025 연결,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/NEhuMTAzV2F6U0JPNllMb3RzbGlkQT09/company_nm/%EC%9D%BC%EB%8F%99%EC%A0%9C%EC%95%BD%28%EC%A3%BC%29?nomo=1,https://www.ildong.com/,제약 제조기업; 청주시 흥덕구 공단로98번길 53. 현재 원료의약품 생산공장.
1450,충청북도,청주시,하이트진로음료,음료 제조업,먹는샘물·PET 생수·탄산음료,"1,537억 5,662만원",중견기업,아니오,2025,https://kind.krx.co.kr/external/2025/11/14/001428/20251114003160/11013.htm,https://www.hitejinrobeverage.com/,제조기업
1451,충청북도,청주시,에코프로이노베이션,이차전지 소재 제조업,배터리급 수산화리튬,"2,075억원",대기업,아니오,2025,https://www.ecopro.co.kr/,https://www.ecopro.co.kr/,제조기업
1452,충청북도,청주시,메타바이오메드,의료기기·의료재료 제조업,치과용 의료재료·생분해성 봉합원사,"1,029억 5,132만원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/23/002515/20260323010593/11011.htm,http://www.meta-biomed.com/,제조기업
1453,충청북도,청주시,대한제지,제지 제조업,신문용지·지류,"2,033억 5,236만원",중견기업,아니오,2025,https://www.dae-han.com/,https://www.dae-han.com/,제조기업
1454,충청북도,청주시,나투라페이퍼,제지 제조업,신문용지·지류,"1,096억 2,960만원",중견기업,아니오,2025,https://www.paperkorea.co.kr/,https://www.paperkorea.co.kr/,제조기업
1455,충청북도,청주시,유니온,시멘트 제조업,백시멘트·특수시멘트,"2,024억원",중견기업,아니오,2025 연결,https://www.unioncement.com/,https://www.unioncement.com/,시멘트 제조기업
1456,충청북도,청주시,한국야금 청주공장,절삭공구 제조업,초경합금 절삭공구·인서트·밀링·드릴,"2,285억 478만원",중견기업,아니오,2025,https://www.korloy.com/ko/intro/map_kr.do,https://www.korloy.com/,제조기업; 청주시 흥덕구 산단로 55. 현재 절삭공구 생산공장.
1457,충청북도,청주시,제이에스알마이크로코리아,정밀화학·전자재료 제조업,포토레지스트·반도체·디스플레이 기능성 화학소재,"1,574억 3,649만원",중견기업,예,2026.03,https://www.jsrmicro.co.kr/,https://www.jsrmicro.co.kr/,제조기업
1458,충청북도,청주시,창성 청주사업장,금속·전자소재 제조업,클래드메탈,"2,269억 4천만원",중견기업,아니오,2025,https://changsung.com/location,https://changsung.com/,제조기업; 청주시 청원구 내수읍 청암로 302. 현재 클래드메탈 생산사업장.
1459,충청북도,청주시,도우인시스,전자부품 제조업,초박형 강화유리·디스플레이용 전자부품,"1,398억원",중견기업,아니오,2025,https://www.dowooinsys.com/,https://www.dowooinsys.com/,제조기업
1460,충청북도,청주시,에이티면역,사료 제조업,양돈용 배합사료·사료첨가제,"1,242억 8천만원",중견기업,아니오,2025,https://www.atimmune.com/,https://www.atimmune.com/,제조기업
1461,충청북도,청주시,에버코스,생활화학·화장품 제조업,세제·방향제·화장품 OEM·ODM,"817억 8,488만원",중소기업,아니오,2025,https://www.jobkorea.co.kr/company/44708246,http://www.evercos.com/,제조기업
1462,충청북도,청주시,동아오츠카 청주공장,음료 제조업,포카리스웨트·이온워터 등 비알코올음료,"3,824억원",중견기업,아니오,2025,https://m.catch.co.kr/NCS/RecruitInfoDetails/535744,https://www.donga-otsuka.co.kr/,제조기업; 청주시 흥덕구 직지대로516번길 39. 현재 음료 생산공장.
1463,충청북도,청주시,삼진제약,의약품 제조업,원료의약품·주사제,"3,091억원",중견기업,아니오,2025,https://www.samjinpharm.co.kr/,https://www.samjinpharm.co.kr/,제조기업
1464,충청북도,청주시,대현에스티,산업용 테이프·이차전지 소재 제조업,산업용 기능성 테이프·이차전지 소재,"1,364억 163만원",중견기업,아니오,2025,https://www.daehyun-st.com/,https://www.daehyun-st.com/,제조기업
1465,충청북도,청주시,SK케미칼,화학·의약품 제조업,전문의약품·고형제·패취제,"2조 3,652억원",대기업,아니오,2025 연결,https://www.skchemicals.com/about/abo_place01.aspx,https://www.skchemicals.com/,제약 제조기업
1466,충청북도,청주시,HD현대일렉트릭,전력기기 제조업,배전기기·차단기·전력기기,4조 795억원,대기업,아니오,2025 연결,https://www.hd-hyundaielectric.com/elect/ko/company/history.jsp,https://www.hd-hyundaielectric.com/,제조기업
1467,충청북도,청주시,해태제과식품,식품 제조업,스낵·과자류,"6,413억 9천만원",중견기업,아니오,2025 연결,https://www.ht.co.kr/,https://www.ht.co.kr/,제조기업
1468,충청북도,청주시,현대바이오랜드 오송공장,바이오소재·의약품원료 제조업,화장품 원료·원료의약품·천연 바이오소재,"1,305억 512만원",대기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/12/000904/20260312002495/11011.htm,https://www.hyundaibioland.co.kr/,청주 오송 제1공장. 2025년 생산실적 및 평균가동률 69.1% 공시. 화장품·의약품 원료 생산. 2020년 SK바이오랜드에서 현대바이오랜드로 변경.
1469,충청북도,청주시,바이넥스 오송공장,바이오의약품 제조업,바이오의약품 CDMO,"1,684억 7,500만원",중견기업,아니오,2025 연결,https://www.bi-nex.com/invest/financialInformation,https://www.bi-nex.com/,청주시 흥덕구 오송읍 오송생명5로 147. 기존 가동 바이오의약품 CDMO 공장으로 2025~2026년 증설 진행.
1470,충청북도,청주시,자화전자 본사·Main Factory,전자부품 제조업,카메라 액추에이터·모터·전자부품,"8,489억원",중견기업,아니오,2025 연결,https://www.jahwa.co.kr/,https://www.jahwa.co.kr/,제조기업; 청주시 청원구 북이면 충청대로 1217. 회사 공식 자료상 본사·Main Factory.
1471,충청북도,청주시,린데코리아,산업용 가스 제조업,산업용·반도체용 가스,"1조 1,418억원",대기업,예,2025,https://www.lindekorea.com/,https://www.lindekorea.com/,제조기업
1472,충청북도,청주시,원익피앤이,이차전지 제조장비 제조업,이차전지 조립·활성화공정 장비,"3,907억원",중견기업,아니오,2025 연결,https://www.pnesolution.com/,https://www.pnesolution.com/,제조기업
1473,충청북도,청주시,한청판지,골판지 제조업,골판지·골판지상자,"986억 3,043만원",중견기업,아니오,2025,https://www.sambopaper.com/,https://www.sambopaper.com/,태양광 제조기업
1474,충청북도,청주시,종근당바이오,바이오의약품 제조업,보툴리눔 톡신·원료의약품,"1,600억 7,099만원",중견기업,아니오,2025,https://www.ckdbio.com/,https://www.ckdbio.com/,제약 제조기업
1475,충청북도,청주시,우진산전,철도차량 제조업,철도차량·경전철·철도 전장품,"5,564억 8,951만원",중견기업,아니오,2025,https://www.wjis.co.kr/,https://www.wjis.co.kr/,제조기업
1476,충청북도,청주시,원익큐브,화학제품 제조업,실리콘·건축용 실란트,"2,847억 6,057만원",중견기업,아니오,2025 연결,https://www.wonikcube.com/,https://www.wonikcube.com/,제조기업
1477,경상남도,김해시,삼원동관(주) 김해공장,"동 압연, 압출 및 연신제품 제조업",냉동·공조용 동관·동파이프,"943억 9,598만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/ZWJHTktJb1BnSThjUG1oRGNnZjdvUT09/company_nm/%EC%82%BC%EC%9B%90%EB%8F%99%EA%B4%80%28%EC%A3%BC%29,미등록,동관·동파이프 제조 기업
1478,경상남도,창원시,(주)금아스틸 본사(제1공장),그 외 기타 1차 철강 제조업,가전용 고품질 강판·철강 소재,"1,110억 4,937만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/S01uS3pxd2ZXVkk0VXRHbEsweVhkZz09/company_nm/%28%EC%A3%BC%29%EA%B8%88%EC%95%84%EC%8A%A4%ED%8B%B8?nomo=1,https://kumah.co.kr/,철강재 가공·전자부품 소재 제조 기업
1479,경상남도,창원시,(주)금아스틸 제2공장,그 외 기타 1차 철강 제조업,가전·건축 내장재용 강판,"1,110억 4,937만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/S01uS3pxd2ZXVkk0VXRHbEsweVhkZz09/company_nm/%28%EC%A3%BC%29%EA%B8%88%EC%95%84%EC%8A%A4%ED%8B%B8?nomo=1,https://kumah.co.kr/,철강재 가공·전자부품 소재 제조 기업
